Assignment 8 - Question 1 Aggregation Report

facility_name	provider_name	years_experience	facility_mean_experience	facility_std_experience	facility_zscore_experience	facility_total_service_charge
Surgical Specialty Center	Sam Johnson	4	20.778181818181817	11.35813247735185	-1.4771954677969783	349909.18
Northside Urgent Care	Alex Wilson	37	20.137014314928425	10.581438670904161	1.5936382763753871	297283.06
Surgical Specialty Center	Casey Smith	7	20.778181818181817	11.35813247735185	-1.2130675395497943	349909.18
Cardiology Specialty Center	Taylor Martinez	29	19.31972789115646	10.484611924077868	0.9232837780683932	276658.83
Primary Care Clinic	Sam Williams	6	20.102970297029703	11.077168491755957	-1.2731566110532362	323315.71
Cardiology Specialty Center	Taylor Williams	37	19.31972789115646	10.484611924077868	1.6863067738578734	276658.83
City General Hospital	Jamie Wilson	35	19.5630081300813	10.702137018258142	1.4424214382214284	295508.13
Emergency Medical Center	Avery Smith	16	19.66868686868687	11.023866696226115	-0.33279492303211533	310735.25
Pediatric Care Center	Jordan Johnson	34	19.811676082862522	10.999242478915267	1.289936461018606	361811.04
Pediatric Care Center	Sam Garcia	21	19.811676082862522	10.999242478915267	0.10803688703248487	361811.04
Regional Medical Center	Taylor Davis	39	20.209205020920503	11.57593465333748	1.6232637399747143	316284.98
Emergency Medical Center	Avery Davis	1	19.66868686868687	11.023866696226115	-1.6934790108699214	310735.25
Regional Medical Center	Alex Jones	3	20.209205020920503	11.57593465333748	-1.4866363309988868	316284.98
Cardiology Specialty Center	Quinn Martinez	24	19.31972789115646	10.484611924077868	0.44639440569996813	276658.83
City General Hospital	Taylor Davis	9	19.5630081300813	10.702137018258142	-0.9869998965683691	295508.13
Primary Care Clinic	Casey Garcia	17	20.102970297029703	11.077168491755957	-0.28012305665830123	323315.71
Primary Care Clinic	Jamie Miller	10	20.102970297029703	11.077168491755957	-0.912053500364169	323315.71
Emergency Medical Center	Cameron Miller	4	19.66868686868687	11.023866696226115	-1.4213421933023602	310735.25
Oncology Treatment Center	Casey Smith	1	19.3811394891945	10.87238600488255	-1.6906260944874412	334927.3
Community Health Clinic	Alex Rodriguez	31	20.16078431372549	11.04401051893677	0.9814564797533374	334992.21
Emergency Medical Center	Sam Martinez	12	19.66868686868687	11.023866696226115	-0.6956440131221969	310735.25
City General Hospital	Jamie Rodriguez	37	19.5630081300813	10.702137018258142	1.6293000024360282	295508.13
Regional Medical Center	Cameron Brown	24	20.209205020920503	11.57593465333748	0.3274720437357138	316284.98
Regional Medical Center	Avery Jones	36	20.209205020920503	11.57593465333748	1.3641054007269142	316284.98
Primary Care Clinic	Jordan Brown	28	20.102970297029703	11.077168491755957	0.7129104977366338	323315.71
Community Health Clinic	Avery Martinez	39	20.16078431372549	11.04401051893677	1.7058310161848889	334992.21
Emergency Medical Center	Alex Martinez	16	19.66868686868687	11.023866696226115	-0.33279492303211533	310735.25
Primary Care Clinic	Alex Garcia	33	20.102970297029703	11.077168491755957	1.164289386097968	323315.71
Oncology Treatment Center	Drew Miller	18	19.3811394891945	10.87238600488255	-0.1270318666550525	334927.3
Primary Care Clinic	Taylor Williams	7	20.102970297029703	11.077168491755957	-1.1828808333809695	323315.71
Regional Medical Center	Cameron Miller	30	20.209205020920503	11.57593465333748	0.8457887222313141	316284.98
City General Hospital	Cameron Garcia	17	19.5630081300813	10.702137018258142	-0.23948563970996983	295508.13
Pediatric Care Center	Sam Williams	38	19.811676082862522	10.999242478915267	1.6535978683989507	361811.04
Emergency Medical Center	Riley Miller	24	19.66868686868687	11.023866696226115	0.3929032571480479	310735.25
Pediatric Care Center	Casey Anderson	11	19.811676082862522	10.999242478915267	-0.8011166314183774	361811.04
Primary Care Clinic	Riley Miller	37	20.102970297029703	11.077168491755957	1.5253924967870351	323315.71
Regional Medical Center	Jamie Brown	2	20.209205020920503	11.57593465333748	-1.5730224440814868	316284.98
Northside Urgent Care	Riley Johnson	34	20.137014314928425	10.581438670904161	1.3101229536197854	297283.06
Primary Care Clinic	Taylor Smith	38	20.102970297029703	11.077168491755957	1.615668274459302	323315.71
Cardiology Specialty Center	Drew Jones	28	19.31972789115646	10.484611924077868	0.8279059035947082	276658.83
Pediatric Care Center	Jamie Jones	11	19.811676082862522	10.999242478915267	-0.8011166314183774	361811.04
Community Health Clinic	Casey Anderson	28	20.16078431372549	11.04401051893677	0.7098160285915056	334992.21
Surgical Specialty Center	Jamie Rodriguez	37	20.778181818181817	11.35813247735185	1.428211742922046	349909.18
Regional Medical Center	Jordan Anderson	34	20.209205020920503	11.57593465333748	1.1913331745617142	316284.98
Pediatric Care Center	Sam Brown	12	19.811676082862522	10.999242478915267	-0.7102012795732913	361811.04
Oncology Treatment Center	Sam Miller	11	19.3811394891945	10.87238600488255	-0.7708647839978008	334927.3
Pediatric Care Center	Quinn Wilson	1	19.811676082862522	10.999242478915267	-1.7102701498692399	361811.04
Primary Care Clinic	Quinn Wilson	37	20.102970297029703	11.077168491755957	1.5253924967870351	323315.71
Oncology Treatment Center	Riley Rodriguez	35	19.3811394891945	10.87238600488255	1.4365623611773362	334927.3
Oncology Treatment Center	Taylor Brown	20	19.3811394891945	10.87238600488255	0.05692039544287556	334927.3
Emergency Medical Center	Riley Brown	4	19.66868686868687	11.023866696226115	-1.4213421933023602	310735.25
City General Hospital	Cameron Miller	30	19.5630081300813	10.702137018258142	0.9752250276849289	295508.13
Regional Medical Center	Jamie Davis	5	20.209205020920503	11.57593465333748	-1.3138641048336868	316284.98
Community Health Clinic	Quinn Jones	26	20.16078431372549	11.04401051893677	0.5287223944836177	334992.21
Emergency Medical Center	Avery Davis	25	19.66868686868687	11.023866696226115	0.4836155296705683	310735.25
City General Hospital	Riley Wilson	29	19.5630081300813	10.702137018258142	0.881785745577629	295508.13
Pediatric Care Center	Taylor Davis	39	19.811676082862522	10.999242478915267	1.744513220244037	361811.04
Primary Care Clinic	Cameron Brown	9	20.102970297029703	11.077168491755957	-1.002329278036436	323315.71
City General Hospital	Quinn Rodriguez	5	19.5630081300813	10.702137018258142	-1.3607570249975687	295508.13
City General Hospital	Alex Garcia	24	19.5630081300813	10.702137018258142	0.4145893350411295	295508.13
Cardiology Specialty Center	Morgan Smith	21	19.31972789115646	10.484611924077868	0.16026078227891308	276658.83
City General Hospital	Quinn Johnson	5	19.5630081300813	10.702137018258142	-1.3607570249975687	295508.13
City General Hospital	Cameron Smith	5	19.5630081300813	10.702137018258142	-1.3607570249975687	295508.13
Emergency Medical Center	Avery Smith	8	19.66868686868687	11.023866696226115	-1.0584931032122786	310735.25
City General Hospital	Morgan Garcia	18	19.5630081300813	10.702137018258142	-0.14604635760266993	295508.13
Pediatric Care Center	Drew Williams	23	19.811676082862522	10.999242478915267	0.28986759072265733	361811.04
Northside Urgent Care	Quinn Rodriguez	25	20.137014314928425	10.581438670904161	0.4595769853529797	297283.06
Emergency Medical Center	Drew Miller	29	19.66868686868687	11.023866696226115	0.8464646197606499	310735.25
Pediatric Care Center	Quinn Johnson	38	19.811676082862522	10.999242478915267	1.6535978683989507	361811.04
Regional Medical Center	Quinn Wilson	37	20.209205020920503	11.57593465333748	1.4504915138095142	316284.98
Primary Care Clinic	Jordan Garcia	5	20.102970297029703	11.077168491755957	-1.363432388725503	323315.71
Community Health Clinic	Quinn Brown	16	20.16078431372549	11.04401051893677	-0.37674577605582155	334992.21
Cardiology Specialty Center	Drew Jones	8	19.31972789115646	10.484611924077868	-1.0796515858789921	276658.83
City General Hospital	Casey Brown	5	19.5630081300813	10.702137018258142	-1.3607570249975687	295508.13
Northside Urgent Care	Morgan Miller	15	20.137014314928425	10.581438670904161	-0.4854740904990265	297283.06
Oncology Treatment Center	Avery Davis	36	19.3811394891945	10.87238600488255	1.5285384922263001	334927.3
Oncology Treatment Center	Riley Johnson	21	19.3811394891945	10.87238600488255	0.1488965264918396	334927.3
Northside Urgent Care	Alex Davis	12	20.137014314928425	10.581438670904161	-0.7689894132546283	297283.06
Pediatric Care Center	Taylor Anderson	35	19.811676082862522	10.999242478915267	1.3808518128636922	361811.04
Pediatric Care Center	Riley Garcia	26	19.811676082862522	10.999242478915267	0.562613646257916	361811.04
Northside Urgent Care	Alex Brown	20	20.137014314928425	10.581438670904161	-0.012948552573023393	297283.06
City General Hospital	Quinn Wilson	37	19.5630081300813	10.702137018258142	1.6293000024360282	295508.13
Primary Care Clinic	Quinn Jones	12	20.102970297029703	11.077168491755957	-0.7315019450196353	323315.71
Community Health Clinic	Taylor Wilson	34	20.16078431372549	11.04401051893677	1.2530969309151692	334992.21
Cardiology Specialty Center	Drew Brown	31	19.31972789115646	10.484611924077868	1.1140395270157633	276658.83
Community Health Clinic	Riley Miller	17	20.16078431372549	11.04401051893677	-0.28619895900187764	334992.21
Emergency Medical Center	Sam Smith	31	19.66868686868687	11.023866696226115	1.0278891648056907	310735.25
Community Health Clinic	Jamie Jones	22	20.16078431372549	11.04401051893677	0.16653512626784203	334992.21
Northside Urgent Care	Taylor Miller	16	20.137014314928425	10.581438670904161	-0.39096898291382587	297283.06
Cardiology Specialty Center	Jamie Miller	10	19.31972789115646	10.484611924077868	-0.8888958369316221	276658.83
Community Health Clinic	Riley Jones	19	20.16078431372549	11.04401051893677	-0.10510532489398977	334992.21
City General Hospital	Alex Rodriguez	31	19.5630081300813	10.702137018258142	1.0686643097922288	295508.13
Cardiology Specialty Center	Quinn Jones	30	19.31972789115646	10.484611924077868	1.0186616525420782	276658.83
Surgical Specialty Center	Cameron Smith	14	20.778181818181817	11.35813247735185	-0.5967690403063648	349909.18
Pediatric Care Center	Jamie Johnson	14	19.811676082862522	10.999242478915267	-0.5283705758831188	361811.04
Community Health Clinic	Cameron Miller	4	20.16078431372549	11.04401051893677	-1.4633075807031488	334992.21
Surgical Specialty Center	Alex Smith	9	20.778181818181817	11.35813247735185	-1.0369822540516715	349909.18
City General Hospital	Jamie Jones	11	19.5630081300813	10.702137018258142	-0.8001213323537693	295508.13
Northside Urgent Care	Sam Wilson	27	20.137014314928425	10.581438670904161	0.6485872005233809	297283.06
Northside Urgent Care	Casey Johnson	19	20.137014314928425	10.581438670904161	-0.10745366015822401	297283.06
Cardiology Specialty Center	Alex Williams	6	19.31972789115646	10.484611924077868	-1.2704073348263623	276658.83
Cardiology Specialty Center	Sam Wilson	2	19.31972789115646	10.484611924077868	-1.6519188327211023	276658.83
Oncology Treatment Center	Taylor Smith	21	19.3811394891945	10.87238600488255	0.1488965264918396	334927.3
Community Health Clinic	Avery Davis	37	20.16078431372549	11.04401051893677	1.524737382077001	334992.21
Surgical Specialty Center	Jamie Brown	4	20.778181818181817	11.35813247735185	-1.4771954677969783	349909.18
City General Hospital	Quinn Jones	21	19.5630081300813	10.702137018258142	0.13427148871922978	295508.13
Primary Care Clinic	Casey Miller	28	20.102970297029703	11.077168491755957	0.7129104977366338	323315.71
Emergency Medical Center	Taylor Brown	20	19.66868686868687	11.023866696226115	0.03005416705796631	310735.25
Community Health Clinic	Drew Jones	34	20.16078431372549	11.04401051893677	1.2530969309151692	334992.21
Oncology Treatment Center	Taylor Anderson	35	19.3811394891945	10.87238600488255	1.4365623611773362	334927.3
Oncology Treatment Center	Jordan Brown	5	19.3811394891945	10.87238600488255	-1.322721570291585	334927.3
City General Hospital	Avery Smith	8	19.5630081300813	10.702137018258142	-1.080439178675669	295508.13
Primary Care Clinic	Quinn Rodriguez	36	20.102970297029703	11.077168491755957	1.4351167191147685	323315.71
Pediatric Care Center	Taylor Jones	3	19.811676082862522	10.999242478915267	-1.5284394461790674	361811.04
Community Health Clinic	Taylor Anderson	12	20.16078431372549	11.04401051893677	-0.7389330442715972	334992.21
Cardiology Specialty Center	Casey Martinez	1	19.31972789115646	10.484611924077868	-1.7472967071947874	276658.83
Emergency Medical Center	Jordan Wilson	27	19.66868686868687	11.023866696226115	0.6650400747156091	310735.25
City General Hospital	Cameron Johnson	14	19.5630081300813	10.702137018258142	-0.5198034860318695	295508.13
Oncology Treatment Center	Cameron Miller	4	19.3811394891945	10.87238600488255	-1.414697701340549	334927.3
Community Health Clinic	Taylor Rodriguez	11	20.16078431372549	11.04401051893677	-0.8294798613255412	334992.21
Pediatric Care Center	Alex Wilson	35	19.811676082862522	10.999242478915267	1.3808518128636922	361811.04
Primary Care Clinic	Morgan Davis	21	20.102970297029703	11.077168491755957	0.08098005403076607	323315.71
Northside Urgent Care	Taylor Rodriguez	17	20.137014314928425	10.581438670904161	-0.2964638753286253	297283.06
Cardiology Specialty Center	Quinn Jones	32	19.31972789115646	10.484611924077868	1.2094174014894483	276658.83
Northside Urgent Care	Avery Martinez	20	20.137014314928425	10.581438670904161	-0.012948552573023393	297283.06
City General Hospital	Cameron Johnson	29	19.5630081300813	10.702137018258142	0.881785745577629	295508.13
Community Health Clinic	Riley Miller	4	20.16078431372549	11.04401051893677	-1.4633075807031488	334992.21
City General Hospital	Sam Wilson	2	19.5630081300813	10.702137018258142	-1.6410748713194685	295508.13
Cardiology Specialty Center	Quinn Jones	7	19.31972789115646	10.484611924077868	-1.1750294603526772	276658.83
Northside Urgent Care	Avery Jones	19	20.137014314928425	10.581438670904161	-0.10745366015822401	297283.06
Regional Medical Center	Casey Garcia	17	20.209205020920503	11.57593465333748	-0.2772307478424864	316284.98
Community Health Clinic	Cameron Williams	6	20.16078431372549	11.04401051893677	-1.282213946595261	334992.21
Surgical Specialty Center	Morgan Williams	21	20.778181818181817	11.35813247735185	0.01952945893706458	349909.18
Oncology Treatment Center	Jordan Johnson	7	19.3811394891945	10.87238600488255	-1.138769308193657	334927.3
Emergency Medical Center	Avery Davis	25	19.66868686868687	11.023866696226115	0.4836155296705683	310735.25
Northside Urgent Care	Sam Jones	28	20.137014314928425	10.581438670904161	0.7430923081085816	297283.06
City General Hospital	Jamie Wilson	23	19.5630081300813	10.702137018258142	0.3211500529338296	295508.13
Cardiology Specialty Center	Riley Brown	4	19.31972789115646	10.484611924077868	-1.4611630837737322	276658.83
Regional Medical Center	Avery Garcia	4	20.209205020920503	11.57593465333748	-1.4002502179162868	316284.98
Pediatric Care Center	Jordan Wilson	4	19.811676082862522	10.999242478915267	-1.437524094333981	361811.04
Surgical Specialty Center	Cameron Smith	18	20.778181818181817	11.35813247735185	-0.24459846931011944	349909.18
Regional Medical Center	Quinn Smith	19	20.209205020920503	11.57593465333748	-0.10445852167728635	316284.98
City General Hospital	Drew Johnson	22	19.5630081300813	10.702137018258142	0.22771077082652968	295508.13
Regional Medical Center	Jamie Davis	10	20.209205020920503	11.57593465333748	-0.8819335394206866	316284.98
Surgical Specialty Center	Riley Davis	21	20.778181818181817	11.35813247735185	0.01952945893706458	349909.18
Emergency Medical Center	Morgan Garcia	36	19.66868686868687	11.023866696226115	1.4814505274182928	310735.25
Oncology Treatment Center	Casey Johnson	19	19.3811394891945	10.87238600488255	-0.035055735606088476	334927.3
Primary Care Clinic	Jamie Jones	32	20.102970297029703	11.077168491755957	1.074013608425701	323315.71
